Song Name,Artist,Genre
Cartoon Heroes - Radio Edit,Aqua,"bubblegum dance,dance pop,eurodance,europop"
On A Plain,Nirvana,"grunge,permanent wave,rock"
Jenny from the Block (feat. Jadakiss & Styles P.) - Track Masters Remix,"Jennifer Lopez, Jadakiss, Styles P","dance pop,pop,urban contemporary,battle rap,east coast hip hop,hardcore hip hop,trap,battle rap,dirty south rap,east coast hip hop,hardcore hip hop"
Pure Shores,All Saints,"dance pop,europop,girl group,new wave pop"
How We Do (Party),Rita Ora,"dance pop,pop,uk pop"
Never on the Day You Leave,John Mayer,"neo mellow,singer-songwriter"
Thinking About You (feat. Ayah Marar),"Calvin Harris, Ayah Marar","dance pop,edm,electro house,house,pop,progressive house,uk dance,jordanian pop"
Nevermind,Dennis Lloyd,israeli pop
All Night Long (All Night) - Single Version,Lionel Richie,soft rock
Sunday Morning,Maroon 5,pop
Gamble Everything for Love,Ben Lee,"australian alternative rock,australian pop,australian rock,pop rock"
I Want to Know What Love Is - 2008 Remaster,Foreigner,"album rock,classic rock,glam metal,hard rock,heartland rock,mellow gold,rock,soft rock"
Into You,Ariana Grande,pop
Fall At Your Feet,Crowded House,"australian rock,permanent wave"
She's Got You - Single Version,Patsy Cline,"country,nashville sound"
Carry On (Her Letter To Him),Ne-Yo,"dance pop,pop,r&b,urban contemporary"
Love An Adventure,Pseudo Echo,"australian rock,dance rock,synthpop"
Candydrunk,Zeek Power,australian talent show
SING,My Chemical Romance,"emo,modern rock,pop punk,pov: indie,rock"
Hold Back The River,James Bay,"neo mellow,pop,uk pop"
Bloodstream,"Ed Sheeran, Rudimental","pop,singer-songwriter pop,uk pop,pop dance,uk dance,uk funky"
In For The Kill,La Roux,"alternative dance,electropop,neo-synthpop"
Cross Me (feat. Chance the Rapper & PnB Rock),"Ed Sheeran, Chance the Rapper, PnB Rock","pop,singer-songwriter pop,uk pop,chicago rap,conscious hip hop,hip hop,pop rap,rap,melodic rap,rap,trap"
Lost on You,LP,"la pop,women's music"
Always,Bon Jovi,"glam metal,rock"
Daylight (feat. Travis McCoy),"Kelly Rowland, Travis McCoy","atl hip hop,dance pop,hip pop,r&b,urban contemporary"
I See You Baby (feat. Gramma Funk),"Groove Armada, Gramma Funk","big beat,electronica,nu skool breaks,trip hop"
Round Round,Sugababes,"dance pop,europop,girl group,talent show"
8 Letters,Why Don't We,"boy band,pop"
The Ballad Of The Green Berets,Sgt. Barry Sadler,military cadence
Leave Me Alone (Ruby Red Dress),Helen Reddy,"adult standards,bubblegum pop,mellow gold,soft rock"
Lady What's Your Name,Swanee,australian rock
Everything (feat. John Legend),"Ella Mai, John Legend","r&b,rap,uk contemporary r&b,neo soul,pop,pop soul,urban contemporary"
Slow Hand,The Pointer Sisters,"disco,girl group,hi-nrg,motown,new wave pop,soft rock"
One Step At a Time,Jordin Sparks,"dance pop,pop,post-teen pop"
If You Wanna Stay,The Griswolds,"hopebeat,indie poptimism,indie rockism,shimmer pop,stomp pop"
Superstition - Single Version,Stevie Wonder,"motown,soul"
Another Life,The Collective,"australian pop,australian talent show,boy band"
Don't Believe In Love,Sheppard,"australian indie,folk-pop"
All My Loving - Remastered 2009,The Beatles,"beatlesque,british invasion,classic rock,merseybeat,psychedelic rock,rock"
Officially Missing You,Tamia,"canadian pop,contemporary r&b,r&b,urban contemporary"
Throw Your Hands Up (Dancar Kuduro),"Qwote, Pitbull, Lucenzo","dance pop,miami hip hop,pop,reggaeton"
Drive,The Cars,"album rock,classic rock,hard rock,mellow gold,new romantic,new wave,new wave pop,permanent wave,power pop,rock,singer-songwriter,soft rock,synthpop"
Payphone,"Maroon 5, Wiz Khalifa","pop,hip hop,pittsburgh rap,pop rap,rap,southern hip hop,trap"
Un-Break My Heart,Toni Braxton,"contemporary r&b,dance pop,r&b,urban contemporary"
Bedroom Eyes,Kate Ceberano,"australian dance,australian pop,australian rock"
What the Hell,Avril Lavigne,"canadian pop,candy pop,pop"
Where Did You Go? (feat. MNEK),"Jax Jones, MNEK","dance pop,edm,house,pop dance,uk dance,uk pop,house,pop dance,uk contemporary r&b,uk dance,uk pop"
Everyday People,Sly & The Family Stone,"classic soul,funk,funk rock,p funk,psychedelic soul,soul,southern soul"
Blue Sky Mine - Remastered,Midnight Oil,australian rock
Sweet Disposition,The Temper Trap,"indietronica,modern rock"
Strip That Down,"Liam Payne, Quavo","pop,atl hip hop,melodic rap,rap,trap"
Permission To Shine,Bachelor Girl,"australian pop,australian rock"
Break My Heart,Dua Lipa,"dance pop,pop,uk pop"
Hound Dog,Elvis Presley,"rock-and-roll,rockabilly"
Happy Birthday Helen,Things Of Stone and Wood,"australian alternative rock,australian rock"
Jailbreak,Back In Black,britcore
Everlasting Love,Love Affair,"classic uk pop,merseybeat,rock-and-roll"
"Let Me Go (with Alesso, Florida Georgia Line & watt)","Hailee Steinfeld, Alesso, Florida Georgia Line, WATT","pop,dance pop,edm,pop,pop dance,contemporary country,country,country pop,country road,modern country rock,modern alternative rock"
All Around The World,"Justin Bieber, Ludacris","canadian pop,pop,atl hip hop,dance pop,dirty south rap,hip hop,old school atlanta hip hop,pop rap,rap,southern hip hop,trap"
Too Good At Goodbyes - Edit,Sam Smith,"pop,uk pop"
I'm The Leader Of The Gang (I Am),Gary Glitter,
Baby Come Back,The Equals,"classic uk pop,merseybeat"
Sweet Nothing (feat. Florence Welch),"Calvin Harris, Florence Welch","dance pop,edm,electro house,house,pop,progressive house,uk dance,uk pop"
What Happened to Us (feat. Jay Sean),"Jessica Mauboy, Jay Sean","australian indigenous,australian pop,australian talent show,dance pop,pop,pop rap"
Pepper,Butthole Surfers,"alternative rock,experimental rock,grunge,noise rock,psychedelic punk,punk"
You'll Lose A Good Thing,Barbara Lynn,"classic soul,motown,rhythm and blues,southern soul"
The Tears I Cried,The Glitter Band,double drumming
Wedding Ring,The Easybeats,"australian rock,british blues,freakbeat,protopunk,psychedelic rock"
Angel of the Morning,Merrilee Rush,
Daffodils (feat. Kevin Parker),"Mark Ronson, Kevin Parker",pop soul
My Guy,Mary Wells,"classic soul,motown,soul"
Angels Brought Me Here,Guy Sebastian,"australian pop,australian talent show"
Devil Gate Drive,Suzi Quatro,glam rock
American Boy (feat. Kanye West),"Estelle, Kanye West","neo soul,r&b,chicago rap,hip hop,rap"
All 4 Love,Color Me Badd,"boy band,contemporary r&b,new jack swing"
So Much In Love,The Tymes,"beach music,classic soul,doo-wop,motown,philly soul,rhythm and blues"
Cool for the Summer,Demi Lovato,"pop,post-teen pop"
Everybody Dance (feat. Nile Rodgers),"Cedric Gervais, Franklin, Nile Rodgers","edm,electro house,pop dance,progressive electro house,progressive house,disco"
Wish You Well,Bernard Fanning,"australian alternative rock,australian rock"
I Will Always Love You,Whitney Houston,dance pop
Shoot to Thrill,AC/DC,"australian rock,hard rock,rock"
No Brainer,"DJ Khaled, Justin Bieber, Quavo, Chance the Rapper","hip hop,miami hip hop,pop rap,rap,canadian pop,pop,atl hip hop,melodic rap,rap,trap,chicago rap,conscious hip hop,hip hop,pop rap,rap"
Run - Revised Album Version,Snow Patrol,"irish rock,modern rock,neo mellow,permanent wave,pop rock"
Afterglow,Ed Sheeran,"pop,singer-songwriter pop,uk pop"
Wanted Dead Or Alive,Bon Jovi,"glam metal,rock"
I Like It Both Ways,Supernaut,glam rock
If I Had You,Adam Lambert,"dance pop,idol,pop,post-teen pop"
Prisoner of Society,Freedom Under XRay,
Heaven Is A Place On Earth,Belinda Carlisle,"new romantic,new wave pop,soft rock"
Run to Paradise,Choirboys,australian rock
Blue,LeAnn Rimes,"contemporary country,country,country dawn,country road"
Hey Bitty - Main,Nitty,bronx hip hop
The Right Kind of Love,Jeremy Jordan,contemporary r&b
Have You Never Been Mellow,Olivia Newton-John,"adult standards,australian dance,disco,mellow gold,soft rock"
All I Know So Far,P!nk,"dance pop,pop"
Move Away,Culture Club,"new romantic,new wave,new wave pop,soft rock,synthpop"
You Can Depend On Me,Brenda Lee,"adult standards,easy listening,lounge,rockabilly"
Have I Told You Lately - 2008 Remaster,Rod Stewart,"mellow gold,soft rock"
Selling The Drama,Live,"grunge,pop rock,post-grunge"
All I Need Is You,Guy Sebastian,"australian pop,australian talent show"
Something's Burning,Kenny Rogers & The First Edition,psychedelic rock
Footsteps,Steve Lawrence,"adult standards,easy listening"
If I Were a Carpenter,Swanee,australian rock
Dangerous (feat. Sam Martin),"David Guetta, Sam Martin","big room,dance pop,edm,pop,pop dance"
Say Something,"A Great Big World, Christina Aguilera","neo mellow,piano rock,pop rock,viral pop,dance pop,pop"
Stuck In A Moment You Can't Get Out Of,U2,"irish rock,permanent wave,rock"
Because They’re Young,Duane Eddy,"rock-and-roll,rockabilly,surf music"
Hall of Fame (feat. will.i.am),"The Script, will.i.am","celtic rock,pop,dance pop,pop"
The Village of St. Bernadette,Andy Williams,"adult standards,easy listening"
Here I Go Again - Radio Version,Whitesnake,"album rock,british blues,classic rock,glam metal,hard rock,metal,rock"
Malibu,Hole,"alternative rock,grunge"
Who Are You,The Who,"album rock,british invasion,classic rock,hard rock,rock"
What the Hell,Avril Lavigne,"canadian pop,candy pop,pop"
Sail,AWOLNATION,"la indie,modern alternative rock,modern rock,rock,stomp pop"
I Hear You Knocking,Dave Edmunds,"british blues,power pop,pub rock,rockabilly"
One Touch,"Jess Glynne, Jax Jones","pop,uk pop,dance pop,edm,house,pop dance,uk dance,uk pop"
A Little More Love,Olivia Newton-John,"adult standards,australian dance,disco,mellow gold,soft rock"
You've Lost That Lovin' Feelin' - 2006 Digital Remaster,Long John Baldry,"british blues,canadian blues"
Your Love,The Outfield,"album rock,power pop"
What You Waiting For?,Gwen Stefani,"dance pop,pop"
Bones,Imagine Dragons,"modern rock,pop,rock"
Real World,Matchbox Twenty,"neo mellow,pop rock,post-grunge"
Please Mr. Postman,Carpenters,"adult standards,mellow gold,soft rock"
Rude,MAGIC!,"pop,reggae fusion"
No Lies,Noiseworks,australian rock
You Should Be Dancing,Bee Gees,"disco,mellow gold,soft rock"
Have I Told You Lately,Russell Watson,operatic pop
Pieces Of Me,Ashlee Simpson,"dance pop,post-teen pop"
We Are Young (feat. Janelle Monáe),"fun., Janelle Monáe","baroque pop,metropopolis,afrofuturism,alternative r&b,atl hip hop,neo soul,r&b"
Daddy Cool,Drummond,
Two For My Seconds,Operator Please,
SUGAR,BROCKHAMPTON,"boy band,rap"
"Whenever, Wherever",Shakira,"colombian pop,dance pop,latin pop,pop"
Little Green Bag - Single Edit,George Baker Selection,nederpop
Get Out My Head,Shane Codd,uk dance
Havana (feat. Young Thug),"Camila Cabello, Young Thug","dance pop,pop,atl hip hop,atl trap,gangster rap,melodic rap,rap,trap"
Whistle (While You Work It),Katy Tiz,
Stuck with U (with Justin Bieber),"Ariana Grande, Justin Bieber","pop,canadian pop,pop"
Gangsta's Paradise,"Coolio, L.V.","g funk,gangster rap,hip hop,west coast rap"
Slide,The Goo Goo Dolls,"neo mellow,permanent wave,pop rock,post-grunge"
Band On The Run - 2010 Remaster,Wings,"album rock,beatlesque,classic rock,folk rock,heartland rock,mellow gold,rock,singer-songwriter,soft rock"
Gravy (For My Mashed Potatoes),Dee Dee Sharp,"classic girl group,classic soul,doo-wop,motown,philly soul,rhythm and blues,southern soul"
Paper Tiger,Sue Thompson,deep adult standards
Finger Poppin' Time,Hank Ballard & The Midnighters,"doo-wop,rhythm and blues"
Cool For Cats,Squeeze,"beatlesque,new romantic,new wave,new wave pop,power pop,sophisti-pop"
Roll To Me,Del Amitri,"melancholia,new wave pop,scottish rock"
Just A Feeling,Maroon 5,pop
Wind It Up,Gwen Stefani,"dance pop,pop"
Clint Eastwood,Gorillaz,"alternative hip hop,modern rock,rock"
Your Mama Don't Dance,"Brian Cadd, The Bootleg Family Band","australian americana,australian rock"
Helen Wheels - Remastered 2010,Wings,"album rock,beatlesque,classic rock,folk rock,heartland rock,mellow gold,rock,singer-songwriter,soft rock"
Miracle (with Ellie Goulding),"Calvin Harris, Ellie Goulding","dance pop,edm,electro house,house,pop,progressive house,uk dance,indietronica,metropopolis,pop,uk pop"
Runaway,The Corrs,"celtic rock,europop,pop rock"
Paperback Writer - Remastered 2009,The Beatles,"beatlesque,british invasion,classic rock,merseybeat,psychedelic rock,rock"
Missing You,Ray Peterson,deep adult standards
99 Luftballons,Nena,"german pop,new wave pop"
Raining Again,Moby,"downtempo,electronica"
Born To Be Wild - Single Version,Steppenwolf,"acid rock,album rock,blues rock,british blues,classic canadian rock,classic rock,hard rock,proto-metal,rock,singer-songwriter,soft rock"
All I Want Is You,U2,"irish rock,permanent wave,rock"
See You Again,Miley Cyrus,pop
Gangsta Lovin',"Eve, Alicia Keys","contemporary r&b,dance pop,hip pop,philly rap,r&b,urban contemporary,neo soul,pop,r&b"
Piece Of My Heart,Janis Joplin,"album rock,classic rock,hard rock,psychedelic rock,rock"
Super Bass,Nicki Minaj,"hip pop,pop,queens hip hop,rap"
We Are All Made Of Stars,Moby,"downtempo,electronica"
Stay With Me - Darkchild Version,Sam Smith,"pop,uk pop"
Replay,Iyaz,"dance pop,pop rap,post-teen pop"
Wish You The Best,Lewis Capaldi,"pop,uk pop"
Go Crazy,"Chris Brown, Young Thug","r&b,rap,atl hip hop,atl trap,gangster rap,melodic rap,rap,trap"
Delilah,Tom Jones,"adult standards,british invasion"
Take A Long Line,The Angels,australian rock
Fancy,"Iggy Azalea, Charli XCX","australian hip hop,dance pop,pop,art pop,candy pop,metropopolis,pop,uk pop"
Put 'Em High - StoneBridge & JJ Radio,"StoneBridge, Therese","disco house,vocal house"
Rock DJ,Robbie Williams,"dance rock,europop"
Funky Cold Medina,Tone-Loc,"hip hop,miami bass"
"Baby, You Got What It Takes",Brook Benton,"rhythm and blues,southern soul"
Mary Had A Little Boy,SNAP!,"diva house,eurodance,german techno,hip house"
9 PM - Till I Come - Radio Edit,ATB,"german dance,german techno,german trance,trance"
Bodies,Robbie Williams,"dance rock,europop"
I Thought About You,The Beautiful Girls,australian reggae fusion
Lights And Sounds,Yellowcard,"alternative metal,bow pop,pop punk,post-grunge,socal pop punk"
Heartless,The Weeknd,"canadian contemporary r&b,canadian pop,pop"
Life Is Good (feat. Drake),"Future, Drake","atl hip hop,hip hop,rap,southern hip hop,trap,canadian hip hop,canadian pop,hip hop,rap,toronto rap"
More Than a Feeling,Boston,"album rock,classic rock,glam metal,hard rock,mellow gold,rock,soft rock"
"Love Is All Around - From ""Four Weddings And A Funeral""",Wet Wet Wet,"boy band,new romantic,new wave pop,soft rock,sophisti-pop"
Love Yourself,Justin Bieber,"canadian pop,pop"
Lonely (with benny blanco),"Justin Bieber, benny blanco","canadian pop,pop,pop"
Walk On Water,Thirty Seconds To Mars,"modern rock,post-grunge"
Bossa Nova Baby,Elvis Presley,"rock-and-roll,rockabilly"
Live Louder,Nathaniel,"australian pop,australian talent show"
I Turn To You,Melanie C,"dance pop,europop,talent show"
Four Walls,BROODS,"auckland indie,etherpop,indietronica,metropopolis,nz pop"
Nothin' on You (feat. Bruno Mars),"B.o.B, Bruno Mars","atl hip hop,dance pop,pop rap,rap,southern hip hop,dance pop,pop"
Aussie As,Matt Scullion,australian country
Play,"DR., Kaelo Mula, Big Steppa",
Maria,P.J. Proby,"classic uk pop,merseybeat,rock-and-roll"
The Letter,"Hoobastank, Vanessa Amorosi","alternative metal,funk metal,nu metal,pop rock,post-grunge,australian dance,australian pop,australian rock"
Lil' Red Riding Hood,Sam The Sham & The Pharaohs,"bubblegum pop,classic garage rock,merseybeat,rock-and-roll,surf music"
Sick Cycle Carousel,Lifehouse,"neo mellow,pop rock,post-grunge"
Let's Get Rocked,Def Leppard,"album rock,classic rock,glam metal,hard rock,nwobhm,rock"
Listen to Your Heart (Glee Cast Version),Glee Cast,"glee club,post-teen pop"
Islands In The Stream,Kenny Rogers with Dolly Parton,
Always On Time,"Ja Rule, Ashanti","dance pop,east coast hip hop,gangster rap,hip hop,hip pop,pop rap,queens hip hop,rap,urban contemporary,dance pop,hip pop,r&b,urban contemporary"
Say It,"Flume, Tove Lo","australian dance,australian electropop,australian indie,downtempo,edm,indietronica,metropopolis,pop,swedish electropop,swedish pop,swedish synthpop"
Even Flow,Pearl Jam,"alternative metal,alternative rock,classic rock,grunge,permanent wave,rock"
Unconditionally,Katy Perry,pop
Hey There Delilah - Bonus Track,Plain White T's,"modern rock,neo mellow,neon pop punk,pop punk,pop rock"
Maybe It’s My First Time,Meg Mac,australian indie
Lucky Number,Lene Lovich,"synthpop,zolo"
...Baby One More Time,Britney Spears,"dance pop,pop"
Good People,Jack Johnson,neo mellow
Rock with You - Single Version,Michael Jackson,"r&b,soul"
Everybody,Justice Crew,"australian pop,australian talent show"
Lights,Journey,"album rock,classic rock,hard rock,heartland rock,mellow gold,rock,soft rock"
I Just Called To Say I Love You - Single Version,Stevie Wonder,"motown,soul"
"Know No Better (feat. Travis Scott, Camila Cabello & Quavo)","Major Lazer, Travis Scott, Camila Cabello, Quavo","dance pop,edm,electro house,moombahton,pop,pop dance,hip hop,rap,slap house,dance pop,pop,atl hip hop,melodic rap,rap,trap"
Everything I Own,Bread,"folk rock,mellow gold,singer-songwriter,soft rock"
Sugar,Maroon 5,pop
Shadow Dancing,Andy Gibb,"disco,mellow gold,soft rock"
Hold the Line,TOTO,"album rock,classic rock,hard rock,mellow gold,rock,soft rock,yacht rock"
Runaround Sue - Remastered 1991,Dion,"doo-wop,rock-and-roll,rockabilly"
24K Magic,Bruno Mars,"dance pop,pop"
I Gotta Feeling,Black Eyed Peas,"dance pop,pop,pop rap"
The Others - Radio Edit,"TV Rock, Dukes of Windsor","australian dance,australian indie rock"
